"ID","Gender","City_Code","City_Category","Employer_Category1","Employer_Category2","Monthly_Income","Customer_Existing_Primary_Bank_Code","Primary_Bank_Type","Contacted","Source","Source_Category","Existing_EMI","Var1","DOBDay","DOBMonth","DOBYear","Lead_Creation_DateDay","Lead_Creation_DateMonth","LeadCreationDOW","Age"
"APPG50974725002","Female","C10003","A","B","4",2200,"B026","P","N","S122","G",0,"0",21,10,91,21,10,"Monday",75.1178082191781
"APPH70305405113","Female","C10005","A","B","4",2000,"B004","P","N","S122","G",0,"0",5,7,88,5,7,"Monday",71.8219178082192
"APPL30377386512","Female","C10003","A","C","4",1500,"B003","G","N","S122","G",0,"0",5,8,93,5,8,"Monday",76.9095890410959
"APPM20105708626","Female","C10007","A","A","4",1200,"B001","P","N","S122","G",0,"0",1,7,82,1,7,"Monday",65.8054794520548
"APPO90165949841","Female","C10016","B","A","4",2000,"","","N","S122","G",1000,"0",5,9,84,5,9,"Monday",67.9890410958904
"APPV60428935548","Female","C10003","A","A","4",6650,"B002","P","N","S122","G",1400,"10",3,5,85,3,5,"Monday",68.6465753424658
"APPY80926347804","Female","C10017","B","C","1",2700,"B001","P","N","S122","G",1500,"0",28,7,89,28,7,"Monday",72.8849315068493
"APPD20904793314","Female","C10003","A","C","4",1580,"","","N","S122","G",0,"0",1,5,90,1,5,"Monday",73.6438356164384
"APPF80474662519","Female","C10003","A","B","4",1400,"B037","G","N","S122","G",0,"0",7,6,91,7,6,"Monday",74.7452054794521
"APPG60906791604","Female","C10012","A","B","4",1930,"B002","P","N","S122","G",0,"0",15,6,86,15,6,"Monday",69.7643835616438
"APPH50680357733","Female","C10007","A","A","4",1200,"B003","G","N","S122","G",0,"0",3,2,88,3,2,"Monday",71.4027397260274
"APPM80149211224","Female","C10002","A","A","4",19700,"B017","G","N","S122","G",15000,"0",1,8,75,1,8,"Monday",58.8849315068493
"APPQ70153014609","Female","C10006","A","B","4",2400,"B001","P","N","S122","G",625,"0",4,5,92,4,5,"Monday",75.654794520548
"APPU70977476009","Female","C10006","A","C","4",1171.3,"B005","P","N","S122","G",0,"0",7,11,91,7,11,"Monday",75.1643835616438
"APPX70192213329","Female","C10033","C","A","4",1000,"","","N","S122","G",0,"0",8,8,92,8,8,"Monday",75.9178082191781
"APPD70591088911","Female","C10005","A","C","4",1200,"B001","P","N","S122","G",0,"0",22,8,94,22,8,"Monday",77.9561643835616
"APPH10459964308","Female","C10002","A","B","4",3052.5,"B001","P","N","S122","G",471.6,"0",8,9,89,8,9,"Monday",73
"APPJ70338399504","Female","C10002","A","A","4",2400,"B033","G","N","S122","G",400,"2",19,9,86,19,9,"Monday",70.027397260274
"APPL50178223708","Female","C10043","B","A","4",1700,"","","N","S122","G",0,"0",12,5,86,12,5,"Monday",69.6712328767123
"APPP50115721147","Female","C10003","A","A","4",3550,"B012","G","N","S122","G",1550,"0",14,2,82,14,2,"Monday",65.4301369863014
"APPA20728612224","Female","C10001","A","B","4",1000,"B021","P","N","S122","G",350,"0",26,5,94,26,5,"Monday",77.7150684931507
"APPD90805074537","Female","C10016","B","A","4",1500,"B010","G","N","S122","G",700,"0",7,8,80,7,8,"Monday",63.9068493150685
"APPJ40271561112","Female","C10006","A","A","4",2400,"B010","G","N","S122","G",2320,"0",6,1,90,6,1,"Monday",73.3287671232877
"APPK80178732236","Female","C10003","A","A","4",1000,"B038","P","N","S122","G",200,"0",15,6,93,15,6,"Monday",76.7698630136986
"APPL20408805303","Female","C10004","A","A","1",2600,"B001","P","N","S122","G",600,"7",30,10,87,30,10,"Monday",71.1397260273973
"APPU10526069221","Female","C10005","A","B","4",1100,"B001","P","N","S122","G",600,"0",13,6,91,13,6,"Monday",74.7616438356164
"APPW80614724422","Female","C10017","B","B","4",1150,"B003","G","N","S122","G",0,"0",9,9,95,9,9,"Monday",79.0054794520548
"APPX80544363509","Female","C10003","A","A","4",1750,"B038","P","N","S122","G",0,"0",20,12,88,20,12,"Monday",72.2821917808219
"APPE30813614242","Female","C10005","A","","5",4500,"","","N","S122","G",0,"0",17,5,67,17,5,"Monday",50.6712328767123
"APPF70762292308","Female","","","","5",2000,"","","N","S122","G",0,"0",12,6,92,12,6,"Monday",75.7616438356164
"APPG60051489428","Female","C10011","B","","5",3300,"","","N","S122","G",0,"0",8,4,91,8,4,"Monday",74.5808219178082
"APPH70156593549","Female","C10005","A","","5",2116.1,"","","N","S122","G",0,"0",21,12,89,21,12,"Monday",73.2849315068493
"APPI90422039627","Female","","","","5",2400,"","","N","S122","G",0,"0",22,9,89,22,9,"Monday",73.0383561643836
"APPK30190368836","Female","C10005","A","","5",5300,"","","N","S122","G",0,"0",4,9,87,4,9,"Monday",70.986301369863
"APPM90256025017","Female","C10007","A","","5",2100,"","","N","S122","G",0,"0",2,10,92,2,10,"Monday",76.0684931506849
"APPO10759784219","Female","","","","5",2200,"","","N","S122","G",0,"0",22,4,90,22,4,"Monday",73.6191780821918
"APPP30965563329","Female","C10461","C","A","4",5000,"B009","G","N","S122","G",3850,"0",6,2,93,6,2,"Monday",76.4164383561644
"APPS90456292621","Female","C10118","C","C","4",2600,"B002","P","N","S122","G",0,"7",24,7,90,24,7,"Monday",73.8739726027397
"APPX80514799112","Female","C10003","A","C","4",1400,"B009","G","N","S122","G",0,"0",22,12,87,22,12,"Monday",71.2849315068493
"APPB40009908515","Female","C10001","A","A","4",40000,"B001","P","N","S122","G",11500,"10",27,12,81,27,12,"Monday",65.2958904109589
"APPC30175359627","Female","C10001","A","A","1",7000,"B003","G","N","S122","G",1100,"10",15,7,92,15,7,"Monday",75.8520547945206
"APPE20769647805","Female","C10269","C","C","4",1050,"B018","G","N","S122","G",300,"0",20,1,87,20,1,"Monday",70.3643835616438
"APPG70249657031","Female","C10005","A","A","4",4000,"B002","P","N","S122","G",1876.4,"0",31,8,88,31,8,"Monday",71.9780821917808
"APPH30783551141","Female","C10002","A","A","4",7000,"B001","P","N","S122","G",0,"10",5,10,85,5,10,"Monday",69.0712328767123
"APPJ60049818316","Female","C10001","A","B","4",1140.9,"B026","P","N","S122","G",0,"0",10,5,94,10,5,"Monday",77.6712328767123
"APPM60231042625","Male","C10001","A","A","5",5000,"","","Y","S122","G",0,"10",26,9,80,26,9,"Monday",64.0438356164384
"APPW50413879631","Female","C10202","C","A","4",1200,"B030","P","N","S122","G",600,"0",16,5,87,16,5,"Monday",70.6821917808219
"APPY30571038801","Female","C10007","A","C","4",1800,"B002","P","N","S122","G",0,"0",1,2,89,1,2,"Monday",72.4
"APPH40799792714","Female","C10042","C","C","4",2480,"B003","G","N","S122","G",1365,"0",31,10,80,31,10,"Monday",64.1397260273973
"APPQ80104346638","Female","C10152","C","A","4",2445.1,"B003","G","N","S122","G",1350,"0",17,2,77,17,2,"Monday",60.4356164383562
"APPS20478463835","Female","C10004","A","B","4",2500,"B002","P","N","S122","G",800,"7",24,10,93,24,10,"Monday",77.1287671232877
"APPV90431064147","Female","C10001","A","C","4",2000,"B005","P","N","S122","G",500,"0",5,1,90,5,1,"Monday",73.3260273972603
"APPC30545092837","Female","C10006","A","C","3",1950,"B003","G","N","S122","G",0,"2",16,3,86,16,3,"Monday",69.5150684931507
"APPF20198983113","Female","C10296","C","A","4",2385,"B018","G","N","S122","G",600,"0",19,10,89,19,10,"Monday",73.1123287671233
"APPJ60401318536","Female","C10001","A","C","4",5500,"B001","P","N","S122","G",2300,"0",20,6,82,20,6,"Monday",65.7753424657534
"APPL30370075703","Female","C10001","A","","5",333.3,"B003","G","N","S122","G",0,"0",17,5,89,17,5,"Monday",72.6876712328767
"APPQ50504273222","Female","C10001","A","C","4",1500,"B002","P","N","S122","G",0,"0",9,10,93,9,10,"Monday",77.0876712328767
"APPR60766917341","Female","C10003","A","B","4",2800,"B004","P","N","S122","G",0,"7",28,2,67,28,2,"Monday",50.4575342465753
"APPY90172701001","Female","C10003","A","A","4",1000,"B001","P","N","S122","G",0,"0",18,6,91,18,6,"Monday",74.7753424657534
"APPA60384262224","Female","C10142","C","A","4",2200,"B003","G","N","S122","G",0,"0",11,6,66,11,6,"Monday",49.7397260273973
"APPC60680996412","Female","C10163","C","A","4",2250,"B020","G","N","S122","G",473.2,"0",23,4,86,23,4,"Monday",69.6191780821918
"APPD20930221522","Female","C10005","A","A","4",1910,"B017","G","N","S122","G",0,"0",26,5,89,26,5,"Monday",72.7123287671233
"APPH20735947926","Female","C10002","A","B","4",1250,"B004","P","N","S122","G",1000,"0",2,5,84,2,5,"Monday",67.6438356164384
"APPK30907602213","Female","C10089","C","A","4",1140,"","","N","S122","G",500,"0",11,1,89,11,1,"Monday",72.3424657534247
"APPN10234446539","Female","C10005","A","A","4",2100,"B003","G","N","S122","G",0,"2",3,8,94,3,8,"Monday",77.9041095890411
"APPO40029716645","Female","C10006","A","A","4",3700,"B001","P","N","S122","G",1500,"0",4,3,89,4,3,"Monday",72.4849315068493
"APPQ50361345833","Female","C10005","A","C","4",1500,"B002","P","N","S122","G",0,"2",11,9,95,11,9,"Monday",79.0109589041096
"APPS60089283002","Female","C10002","A","A","4",1000,"","","N","S122","G",150,"0",3,8,94,3,8,"Monday",77.9041095890411
"APPA40416955849","Female","C10050","C","A","4",1750,"","","N","S122","G",0,"0",4,1,88,4,1,"Monday",71.3205479452055
"APPB30085857934","Female","C10002","A","B","4",2400,"B016","G","N","S122","G",0,"4",10,7,91,10,7,"Monday",74.8356164383562
"APPG50784031426","Male","C10080","C","A","4",1800,"","","Y","S122","G",0,"2",4,10,88,4,10,"Monday",72.0712328767123
"APPJ90846135719","Female","C10012","A","A","4",1925,"B042","G","N","S122","G",0,"0",31,5,86,31,5,"Monday",69.7232876712329
"APPK20871549829","Female","C10002","A","C","3",4000,"B001","P","N","S122","G",0,"10",27,11,88,27,11,"Monday",72.2191780821918
"APPU10179496827","Female","C10102","C","C","4",1800,"B003","G","N","S122","G",150,"0",18,6,89,18,6,"Monday",72.7753424657534
"APPW80047222013","Female","C10003","A","C","4",5700,"","","N","S122","G",2000,"0",23,11,89,23,11,"Thursday",73.2
"APPZ80084219307","Female","C10016","B","A","4",1500,"B003","G","N","S122","G",950,"0",7,1,95,7,1,"Monday",78.3342465753425
"APPI10751394218","Female","C10004","A","A","4",1800,"B003","G","N","S122","G",0,"0",3,10,88,3,10,"Monday",72.0684931506849
"APPN10047379739","Female","C10012","A","B","4",2300,"B025","G","N","S122","G",0,"0",1,6,80,1,6,"Monday",63.7232876712329
"APPO80992465814","Female","C10007","A","A","4",1000,"B021","P","N","S122","G",120,"0",24,2,92,24,2,"Monday",75.4630136986301
"APPP10125055927","Female","C10002","A","B","4",6800,"B005","P","N","S122","G",3200,"0",17,1,86,17,1,"Monday",69.3561643835616
"APPS30966455202","Female","C10052","C","A","4",1400,"B001","P","N","S122","G",100,"2",11,6,90,11,6,"Monday",73.7561643835616
"APPT10459223337","Female","C10002","A","","5",30000,"B001","P","N","S122","G",18500,"0",26,3,85,26,3,"Monday",68.5424657534247
"APPW70648281618","Female","C10010","A","C","4",1210,"B016","G","N","S122","G",600,"0",2,12,92,2,12,"Monday",76.2356164383562
"APPI90793988823","Female","C10003","A","C","4",1154.3,"B001","P","N","S122","G",0,"0",4,9,89,4,9,"Tuesday",72.986301369863
"APPK90119187027","Female","C10075","C","C","4",1500,"B001","P","N","S122","G",600,"0",15,1,81,15,1,"Tuesday",64.345205479452
"APPM80037279207","Female","C10025","A","B","4",1500,"B001","P","N","S122","G",0,"0",21,4,91,21,4,"Tuesday",74.613698630137
"APPN60801305314","Female","C10001","A","A","4",1600,"B004","P","N","S122","G",0,"0",14,1,93,14,1,"Tuesday",76.3506849315068
"APPP60873386507","Female","C10311","C","C","1",2650,"B002","P","N","S122","G",0,"7",20,8,93,20,8,"Tuesday",76.9479452054795
"APPV80912198105","Female","C10005","A","A","4",2000,"B001","P","N","S122","G",1010,"0",22,2,80,22,2,"Tuesday",63.4465753424658
"APPW70758987221","Female","C10003","A","C","4",4900,"B006","P","N","S122","G",1920,"10",22,6,87,22,6,"Tuesday",70.7808219178082
"APPX60306343319","Female","C10003","A","A","4",1700,"B006","P","N","S122","G",0,"0",15,2,90,15,2,"Tuesday",73.4356164383562
"APPE50947715043","Female","C10004","A","A","4",1200,"B007","G","N","S122","G",900,"0",20,10,91,20,10,"Tuesday",75.1123287671233
"APPF30408679107","Female","C10005","A","C","4",1100,"B001","P","N","S122","G",0,"0",17,7,80,17,7,"Tuesday",63.8465753424658
"APPL40596228725","Female","C10001","A","A","4",1810,"B002","P","N","S122","G",0,"2",30,6,92,30,6,"Tuesday",75.8082191780822
"APPM20785203848","Female","C10004","A","A","4",1100,"B004","P","N","S122","G",0,"0",11,10,93,11,10,"Tuesday",77.0904109589041
"APPR50457166314","Female","C10283","C","A","4",1200,"","","N","S122","G",0,"0",20,12,92,20,12,"Tuesday",76.2821917808219
"APPS10732025445","Female","C10005","A","A","4",1500,"B015","P","N","S122","G",300,"0",20,6,81,20,6,"Tuesday",64.772602739726
"APPU20716859645","Female","C10007","A","A","4",1000,"B004","P","N","S122","G",0,"0",6,6,92,6,6,"Tuesday",75.7424657534247
"APPY10951613002","Female","C10114","C","A","4",1350,"B003","G","N","S122","G",0,"0",4,4,90,4,4,"Tuesday",73.5671232876712
"APPC10337734441","Female","C10001","A","A","4",1750,"B012","G","N","S122","G",550,"0",15,8,80,15,8,"Tuesday",63.9260273972603
"APPE60513208603","Female","C10041","C","A","4",1550,"B005","P","N","S122","G",0,"0",15,4,94,15,4,"Tuesday",77.6
"APPF10263974715","Female","C10076","C","B","4",1500,"B002","P","N","S122","G",0,"2",20,11,93,20,11,"Tuesday",77.2
"APPJ30009573148","Female","C10108","C","C","1",3000,"B002","P","N","S122","G",1500,"0",17,8,87,17,8,"Tuesday",70.9342465753425
"APPS90260721018","Female","C10026","C","A","4",1025,"","","N","S122","G",0,"0",31,8,85,31,8,"Tuesday",68.972602739726
"APPE80115752208","Female","C10008","A","","5",2200,"","","N","S122","G",0,"2",6,9,88,6,9,"Tuesday",71.9917808219178
"APPP60436563333","Female","C10001","A","C","4",4200,"B001","P","N","S122","G",1500,"10",10,3,90,10,3,"Tuesday",73.4986301369863
"APPA60167559424","Female","C10004","A","A","4",2600,"B018","G","N","S122","G",1750,"0",10,4,60,10,4,"Tuesday",43.5643835616438
"APPC70258133608","Female","C10003","A","A","4",1800,"B007","G","N","S122","G",400,"0",5,3,91,5,3,"Tuesday",74.4849315068493
"APPD10489397705","Female","C10001","A","A","4",1750,"","","N","S122","G",0,"0",22,8,91,22,8,"Tuesday",74.9506849315069
"APPE90464655827","Female","C10007","A","A","4",940,"B035","P","N","S122","G",0,"0",15,10,88,15,10,"Tuesday",72.0986301369863
"APPF80796562949","Female","C10002","A","A","4",1500,"B003","G","N","S122","G",500,"0",4,6,80,4,6,"Tuesday",63.7287671232877
"APPQ10321228018","Female","C10001","A","C","4",2200,"B017","G","N","S122","G",1000,"0",19,7,66,19,7,"Tuesday",49.841095890411
"APPS20615113237","Female","C10492","C","A","4",1000,"","","N","S122","G",600,"0",17,3,88,17,3,"Tuesday",71.5178082191781
"APPV60770439539","Female","C10279","C","A","4",12100,"B009","G","N","S122","G",4000,"7",3,2,75,3,2,"Tuesday",58.3917808219178
"APPW70261128646","Female","C10002","A","A","4",10000,"B002","P","N","S122","G",3200,"10",9,2,78,9,2,"Tuesday",61.4109589041096
"APPZ80185371943","Female","C10006","A","C","4",4550,"B004","P","N","S122","G",1996,"0",16,7,80,16,7,"Tuesday",63.8438356164384
"APPB20826069127","Female","C10021","B","","5",2000,"","","N","S122","G",0,"0",8,12,86,8,12,"Tuesday",70.2438356164384
"APPC50983804237","Female","C10005","A","","5",2350,"","","N","S122","G",0,"0",19,6,86,19,6,"Tuesday",69.772602739726
"APPE40599024408","Female","C10005","A","B","4",2112.3,"B002","P","N","S122","G",0,"2",13,10,94,13,10,"Tuesday",78.0958904109589
"APPJ20482513924","Female","C10005","A","A","4",3400,"B003","G","N","S122","G",0,"7",5,11,79,5,11,"Tuesday",63.1479452054795
"APPL40052626146","Female","C10005","A","C","4",5200,"B005","P","N","S122","G",1500,"10",9,1,85,9,1,"Tuesday",68.3315068493151
"APPO80741691401","Female","C10006","A","","5",233.3,"B003","G","N","S122","G",0,"0",29,9,84,29,9,"Tuesday",68.0520547945205
"APPR90200872707","Female","C10004","A","A","4",1200,"","","N","S122","G",0,"0",28,7,75,28,7,"Tuesday",58.8712328767123
"APPU90157746043","Female","C10004","A","A","4",1000,"","","N","S122","G",0,"0",17,9,82,17,9,"Tuesday",66.0164383561644
"APPX60867848313","Female","C10003","A","A","4",1200,"B002","P","N","S122","G",0,"0",25,6,86,25,6,"Tuesday",69.7890410958904
"APPC90111493835","Female","C10002","A","A","4",1800,"B005","P","N","S122","G",0,"2",18,10,91,18,10,"Tuesday",75.1068493150685
"APPD20463817918","Female","C10150","C","A","4",1300,"B004","P","N","S122","G",0,"0",9,2,85,9,2,"Tuesday",68.4164383561644
"APPE30949993047","Female","C10037","B","A","4",1950,"B009","G","N","S122","G",300,"0",12,3,89,12,3,"Tuesday",72.5041095890411
"APPF40090063135","Female","C10150","C","A","4",1300,"B004","P","N","S122","G",0,"0",9,2,85,9,2,"Tuesday",68.4164383561644
"APPK10541718604","Female","C10002","A","B","4",6500,"B001","P","N","S122","G",3000,"0",10,8,84,10,8,"Tuesday",67.9150684931507
"APPN40182906945","Female","C10106","C","C","4",1700,"","","N","S122","G",0,"0",11,4,85,11,4,"Tuesday",68.5835616438356
"APPP60297243135","Female","C10005","A","A","4",1350,"B010","G","N","S122","G",1280,"0",31,8,88,31,8,"Tuesday",71.9753424657534
"APPQ40250562202","Female","C10001","A","C","4",1771.7,"B002","P","N","S122","G",513.3,"0",4,2,88,4,2,"Tuesday",71.4027397260274
"APPR10415907325","Female","C10010","A","A","4",1300,"B010","G","N","S122","G",0,"0",18,6,91,18,6,"Tuesday",74.772602739726
"APPS90777217401","Female","C10005","A","A","4",3000,"B034","G","N","S122","G",1500,"0",29,6,92,29,6,"Tuesday",75.8054794520548
"APPV50390546727","Female","C10003","A","A","4",2000,"B002","P","N","S122","G",500,"0",19,12,75,19,12,"Tuesday",59.2657534246575
"APPB70550838306","Female","C10005","A","A","4",2000,"B003","G","N","S122","G",1000,"0",23,10,91,23,10,"Tuesday",75.1205479452055
"APPC10059412445","Female","C10005","A","A","4",1000,"B019","G","N","S122","G",500,"0",17,3,88,17,3,"Tuesday",71.5178082191781
"APPD10871962537","Female","C10005","A","A","4",1000,"B008","G","N","S122","G",0,"0",10,8,94,10,8,"Tuesday",77.9205479452055
"APPG70481607806","Female","C10001","A","B","3",2800,"B001","P","N","S122","G",0,"10",7,9,81,7,9,"Tuesday",64.9890410958904
"APPH40294147939","Female","C10002","A","A","4",13350,"B004","P","N","S122","G",9250,"0",12,9,90,12,9,"Tuesday",74.0082191780822
"APPS20358819048","Female","C10001","A","A","4",5025,"B004","P","N","S122","G",978.1,"10",10,1,87,10,1,"Tuesday",70.3342465753425
"APPV30036862347","Female","C10024","A","B","4",5500,"B002","P","N","S122","G",0,"0",17,11,84,17,11,"Tuesday",68.186301369863
"APPW80415121426","Female","C10006","A","C","4",1000,"B004","P","N","S122","G",0,"0",3,8,85,3,8,"Tuesday",68.8958904109589
"APPZ80776837706","Female","C10002","A","B","1",9000,"B001","P","N","S122","G",2800,"10",25,8,80,25,8,"Tuesday",63.9534246575342
"APPC40408334035","Female","C10019","B","C","4",1500,"B016","G","N","S122","G",0,"0",27,9,97,27,9,"Tuesday",81.0547945205479
"APPL80713366941","Female","C10001","A","B","4",1750,"B001","P","N","S122","G",350,"2",28,2,87,28,2,"Tuesday",70.4684931506849
"APPM10982602014","Female","C10013","B","A","4",4000,"B004","P","N","S122","G",0,"10",29,4,90,29,4,"Tuesday",73.6356164383562
"APPP30293382318","Female","C10260","C","A","4",1800,"","","N","S122","G",350,"0",12,3,92,12,3,"Tuesday",75.5068493150685
"APPS90469913628","Female","C10002","A","C","1",4800,"B002","P","N","S122","G",2400,"0",28,7,86,28,7,"Tuesday",69.8794520547945
"APPZ50549579331","Female","C10001","A","A","4",1500,"B001","P","N","S122","G",0,"0",19,2,90,19,2,"Tuesday",73.4465753424657
"APPE60149376809","Female","C10001","A","A","4",1000,"B025","G","N","S122","G",650,"0",11,6,94,11,6,"Tuesday",77.7561643835616
"APPH80674494141","Female","C10002","A","B","4",5100,"B002","P","N","S122","G",0,"10",10,8,82,10,8,"Tuesday",65.9123287671233
"APPI30107859208","Female","C10003","A","C","4",1250,"B004","P","N","S122","G",0,"0",3,6,90,3,6,"Tuesday",73.7315068493151
"APPJ80725816315","Female","C10060","C","B","4",5000,"","","N","S122","G",0,"7",28,11,88,28,11,"Tuesday",72.2191780821918
"APPR80347638111","Female","C10001","A","A","4",1000,"","","N","S122","G",0,"0",10,7,95,10,7,"Tuesday",78.8356164383562
"APPT90311407336","Female","C10014","B","B","4",2000,"B002","P","N","S122","G",0,"0",12,10,82,12,10,"Tuesday",66.0849315068493
"APPY70650806836","Female","C10001","A","C","4",3000,"B004","P","N","S122","G",0,"0",4,8,84,4,8,"Tuesday",67.8986301369863
"APPZ90269742945","Female","C10001","A","B","1",3000,"B002","P","N","S122","G",0,"10",23,2,91,23,2,"Tuesday",74.4575342465753
"APPA20516418021","Female","C10029","C","A","4",1000,"","","N","S122","G",250,"0",27,6,87,27,6,"Tuesday",70.7945205479452
"APPB40562047147","Female","C10365","C","A","4",1294.1,"B003","G","N","S122","G",0,"0",27,3,71,27,3,"Tuesday",54.5315068493151
"APPC80795564225","Female","C10029","C","A","4",1000,"","","N","S122","G",250,"0",27,6,87,27,6,"Tuesday",70.7945205479452
"APPD30836322346","Female","C10001","A","B","4",1800,"B004","P","N","S122","G",0,"0",15,6,90,15,6,"Tuesday",73.7643835616438
"APPE30232389414","Female","C10060","C","C","4",5000,"","","Y","S122","G",0,"7",28,11,88,28,11,"Tuesday",72.2191780821918
"APPF40384511535","Female","C10060","C","C","4",5000,"","","N","S122","G",0,"7",28,11,88,28,11,"Tuesday",72.2191780821918
"APPI40047661815","Female","C10001","A","B","4",7500,"B001","P","N","S122","G",0,"10",1,7,82,1,7,"Tuesday",65.8027397260274
"APPM10220194234","Female","C10538","C","A","4",530,"B010","G","N","S122","G",300,"0",1,8,85,1,8,"Tuesday",68.8904109589041
"APPN80029923346","Female","C10004","A","C","4",2000,"B010","G","N","S122","G",0,"0",19,12,90,19,12,"Tuesday",74.2767123287671
"APPR50122889706","Female","C10006","A","","5",2300,"","","N","S122","G",0,"0",8,7,92,8,7,"Tuesday",75.8301369863014
"APPS30895919831","Female","C10006","A","","5",2400,"","","N","S122","G",0,"0",11,6,89,11,6,"Tuesday",72.7534246575343
"APPT40619523947","Female","C10005","A","","5",2500,"","","N","S122","G",0,"0",18,10,89,18,10,"Tuesday",73.1068493150685
"APPU90300831001","Female","C10003","A","","5",2000,"","","N","S122","G",0,"0",9,3,81,9,3,"Tuesday",64.4904109589041
"APPC10483511835","Female","C10001","A","A","5",5000,"","","N","S122","G",0,"10",27,9,79,27,9,"Tuesday",63.041095890411
"APPD90772239932","Male","C10001","A","A","5",5000,"","","Y","S122","G",0,"10",27,9,79,27,9,"Tuesday",63.041095890411
"APPH40397133335","Female","C10031","C","A","4",1150,"B001","P","N","S122","G",450,"0",13,4,94,13,4,"Tuesday",77.5945205479452
"APPT60958364502","Female","C10001","A","A","4",2000,"","","N","S122","G",0,"2",21,8,91,21,8,"Tuesday",74.9479452054795
"APPU40593585647","Female","C10080","C","B","4",1584.6,"B003","G","N","S122","G",0,"0",20,5,85,20,5,"Tuesday",68.6904109589041
"APPX60592201935","Female","C10003","A","C","4",1600,"B023","G","N","S122","G",0,"0",22,12,91,22,12,"Tuesday",75.2849315068493
"APPY40135352028","Female","C10039","B","A","4",200,"B003","G","N","S122","G",50,"0",17,3,98,17,3,"Tuesday",81.5232876712329
"APPC20919105419","Female","C10012","A","B","4",2000,"B003","G","N","S122","G",650,"0",3,8,89,3,8,"Tuesday",72.8986301369863
"APPH70644981927","Female","C10265","C","A","4",2500,"B018","G","N","S122","G",2000,"0",26,7,89,26,7,"Tuesday",72.8767123287671
"APPI20519128008","Female","C10002","A","B","1",1120,"B003","G","N","S122","G",0,"0",1,12,92,1,12,"Tuesday",76.2301369863014
"APPR70245946908","Female","C10026","C","B","4",1000,"B019","G","N","S122","G",650,"0",1,12,89,1,12,"Tuesday",73.227397260274
"APPS30574946014","Male","C10009","B","A","4",2420,"","","Y","S122","G",0,"2",19,8,71,19,8,"Tuesday",54.9287671232877
"APPU10516856247","Female","C10003","A","B","4",1700,"B002","P","N","S122","G",0,"0",8,9,86,8,9,"Tuesday",69.9945205479452
"APPX20534748538","Female","C10012","A","A","4",1150,"B003","G","N","S122","G",0,"0",11,11,68,11,11,"Tuesday",52.158904109589
"APPZ20099103747","Female","C10003","A","B","4",1426.2,"B001","P","N","S122","G",0,"0",29,8,88,29,8,"Tuesday",71.9698630136986
"APPD80558266143","Female","C10007","A","A","4",1090,"B001","P","N","S122","G",0,"0",28,3,80,28,3,"Tuesday",63.5424657534247
"APPN20206571102","Female","C10003","A","A","4",1900,"B007","G","N","S122","G",600,"0",2,8,93,2,8,"Tuesday",76.8986301369863
"APPP20440016348","Female","C10006","A","A","4",900,"B019","G","N","S122","G",0,"0",6,8,89,6,8,"Tuesday",72.9068493150685
"APPQ20200485414","Female","C10006","A","C","4",750,"B003","G","N","S122","G",0,"0",1,8,91,1,8,"Tuesday",74.8931506849315
"APPA10879707424","Female","C10002","A","A","4",1150,"B012","G","N","S122","G",0,"0",2,10,87,2,10,"Tuesday",71.0602739726027
"APPE70233096805","Female","C10004","A","B","4",6800,"B002","P","N","S122","G",0,"10",21,5,82,21,5,"Tuesday",65.6904109589041
"APPH90107835146","Female","C10003","A","A","4",2000,"B021","P","N","S122","G",350,"0",20,8,91,20,8,"Tuesday",74.9452054794521
"APPJ90550422327","Female","C10183","C","C","4",4000,"B001","P","N","S122","G",500,"7",11,11,87,11,11,"Wednesday",71.1671232876712
"APPL30471045528","Female","C10017","B","C","1",2444.4,"B011","P","N","S122","G",341.7,"2",13,6,90,13,6,"Wednesday",73.7561643835616
"APPN70503132747","Female","C10044","C","A","4",1900,"B003","G","N","S122","G",0,"0",1,1,66,1,1,"Wednesday",49.2931506849315
"APPO30866086825","Female","C10005","A","B","2",9600,"B011","P","N","S122","G",1500,"0",7,9,82,7,9,"Wednesday",65.986301369863
"APPR70509103108","Female","C10008","A","B","4",1000,"B004","P","N","S122","G",0,"0",8,8,94,8,8,"Wednesday",77.9123287671233
"APPS60928669217","Female","C10031","C","A","4",1500,"B018","G","N","S122","G",700,"0",18,10,90,18,10,"Wednesday",74.1041095890411
"APPV20924944525","Female","C10003","A","C","1",1660,"B042","G","N","S122","G",0,"0",28,2,88,28,2,"Wednesday",71.4657534246575
"APPW90397083634","Female","C10004","A","A","4",4.2,"B002","P","N","S122","G",0,"0",25,10,84,25,10,"Wednesday",68.1205479452055
"APPY90741413842","Female","C10012","A","A","4",600,"","","N","S122","G",0,"0",22,6,92,22,6,"Wednesday",75.7835616438356
"APPZ80570067905","Female","C10003","A","B","4",1100,"B001","P","N","S122","G",250,"0",20,12,96,20,12,"Wednesday",80.2821917808219
"APPH50250009732","Female","C10003","A","A","4",1000,"B002","P","N","S122","G",0,"0",20,9,92,20,9,"Wednesday",76.0301369863014
"APPM70656671248","Female","C10010","A","B","4",1700,"B016","G","N","S122","G",0,"0",31,8,90,31,8,"Wednesday",73.972602739726
"APPP10953928514","Female","C10011","B","B","4",1000,"B002","P","N","S122","G",0,"0",22,3,90,22,3,"Wednesday",73.5287671232877
