"ID","Gender","City_Code","City_Category","Employer_Category1","Employer_Category2","Monthly_Income","Customer_Existing_Primary_Bank_Code","Primary_Bank_Type","Contacted","Source","Source_Category","Existing_EMI","Loan_Amount","Loan_Period","Var1","DOBDay","DOBMonth","DOBYear","Lead_Creation_DateDay","Lead_Creation_DateMonth","LeadCreationDOW","Age"
"APPZ10905734534","Male","C10001","A","A","1",10000,"B002","P","Y","S122","G",0,50000,3,"10",11,1,82,11,1,"Thursday",65.3479452054794
"APPA40400632641","Female","C10035","C","C","4",1610,"B004","P","Y","S122","G",430,14000,3,"2",26,2,89,26,2,"Thursday",72.4794520547945
"APPF40082692102","Female","C10003","A","B","4",2000,"B042","G","Y","S122","G",0,34000,4,"4",10,5,88,10,5,"Thursday",71.6794520547945
"APPL60810718728","Male","C10002","A","C","3",2800,"B005","P","Y","S122","G",550,20000,3,"7",2,11,90,2,11,"Thursday",74.1616438356164
"APPQ30266804245","Male","C10007","A","C","4",1500,"B004","P","Y","S122","G",0,22000,4,"2",22,6,83,22,6,"Thursday",66.7917808219178
"APPU50165306616","Male","C10003","A","C","4",4500,"B011","P","Y","S122","G",1400,20000,3,"10",10,12,79,10,12,"Thursday",63.2575342465753
"APPV80933965739","Male","C10002","A","A","4",1600,"B018","G","Y","S122","G",0,26000,4,"2",25,12,84,25,12,"Thursday",68.3041095890411
"APPX40857058945","Male","C10014","B","A","4",5880,"B006","P","Y","S122","G",0,105000,4,"0",7,3,87,7,3,"Friday",70.4986301369863
"APPA90954799203","Male","C10002","A","B","2",4800,"B002","P","Y","S122","G",0,1e+05,5,"10",2,12,87,2,12,"Thursday",71.241095890411
"APPB30554463314","Female","C10007","A","B","4",1700,"B004","P","Y","S122","G",0,10000,2,"2",16,7,82,16,7,"Thursday",65.8575342465753
"APPC30321171426","Male","C10006","A","C","1",1460,"B002","P","Y","S122","G",0,23000,4,"2",23,7,93,23,7,"Thursday",76.8849315068493
"APPG60502191831","Male","C10022","B","A","4",2000,"B017","G","Y","S122","G",0,32000,4,"2",26,5,86,26,5,"Thursday",69.7205479452055
"APPH70034311903","Male","C10003","A","B","2",4500,"B001","P","Y","S122","G",0,75000,5,"10",7,9,82,7,9,"Thursday",66.0027397260274
"APPP40846891709","Male","C10002","A","C","1",3500,"B003","G","Y","S122","G",0,30000,2,"7",30,9,90,30,9,"Thursday",74.0712328767123
"APPS30210264044","Male","C10001","A","A","4",2100,"B009","G","Y","S122","G",0,30000,3,"2",4,8,62,4,8,"Thursday",45.8958904109589
"APPU40730762202","Male","C10064","C","A","4",5500,"B002","P","Y","S122","G",0,70000,5,"7",31,3,87,31,3,"Thursday",70.5671232876712
"APPV50560858324","Male","C10005","A","B","4",1800,"B002","P","Y","S122","G",0,29000,4,"2",6,7,93,6,7,"Thursday",76.8383561643836
"APPW30998008436","Male","C10005","A","A","4",5000,"B001","P","Y","S122","G",0,90000,4,"10",30,5,79,30,5,"Thursday",62.7260273972603
"APPB90187728906","Male","C10008","A","A","4",1700,"B013","G","Y","S122","G",0,27000,4,"2",15,9,90,15,9,"Thursday",74.0301369863014
"APPC30647694001","Male","C10003","A","C","4",13500,"B004","P","Y","S122","G",6000,28000,2,"2",6,1,80,6,1,"Thursday",63.3315068493151
"APPH50822586526","Male","C10196","B","C","1",1650,"B004","P","Y","S122","G",0,10000,2,"2",23,4,86,23,4,"Thursday",69.6301369863014
"APPI70931253617","Male","C10002","A","B","2",5200,"B005","P","Y","S122","G",0,1e+05,5,"10",17,7,84,17,7,"Friday",67.8602739726027
"APPJ30683226713","Male","C10004","A","A","4",1800,"B022","G","Y","S122","G",0,29000,4,"2",31,8,60,31,8,"Thursday",43.9698630136986
"APPL70645069933","Female","C10003","A","A","4",1980,"B024","G","Y","S122","G",0,33000,4,"2",10,8,93,10,8,"Thursday",76.9342465753425
"APPM60194749049","Male","C10007","A","A","4",2400,"","","Y","S122","G",0,30000,4,"2",17,4,57,17,4,"Thursday",40.5945205479452
"APPS90967697648","Male","C10002","A","A","4",1320,"B029","G","Y","S122","G",0,21000,4,"2",14,2,90,14,2,"Friday",73.4438356164383
"APPT80934354711","Male","C10001","A","A","4",3000,"B001","P","Y","S122","G",0,52000,4,"2",10,12,87,10,12,"Friday",71.2602739726027
"APPU50066821827","Male","C10001","A","A","4",3500,"","","Y","S122","G",0,30000,2,"7",16,8,89,16,8,"Friday",72.9452054794521
"APPW30647274015","Female","C10003","A","B","4",2400,"B013","G","Y","S122","G",0,40000,4,"2",23,3,90,23,3,"Friday",73.5452054794521
"APPC60302719642","Male","C10002","A","A","4",2000,"B002","P","Y","S122","G",0,34000,4,"2",10,7,93,10,7,"Friday",76.8465753424658
"APPG30305016006","Male","C10004","A","A","4",2000,"B004","P","Y","S122","G",0,20000,5,"2",15,10,84,15,10,"Friday",68.1068493150685
"APPI10124478227","Male","C10003","A","C","4",1900,"B001","P","Y","S122","G",0,32000,4,"2",3,9,90,3,9,"Friday",73.9945205479452
"APPK20347653443","Male","C10011","B","A","4",2000,"B043","P","Y","S122","G",0,32000,4,"2",18,1,87,18,1,"Friday",70.3671232876712
"APPL40220256504","Male","C10010","A","B","4",9500,"B006","P","Y","S122","G",0,120000,4,"7",17,10,86,17,10,"Friday",70.1123287671233
"APPS20883579215","Female","C10001","A","A","2",2314.5,"B006","P","Y","S122","G",0,20000,3,"4",26,10,93,26,10,"Friday",77.1424657534247
"APPW90701266637","Male","C10006","A","C","4",3100,"B004","P","Y","S122","G",0,20000,5,"10",5,11,90,5,11,"Friday",74.1671232876712
"APPZ60072284903","Male","C10001","A","A","1",2200,"B003","G","Y","S122","G",0,37000,4,"2",26,12,95,26,12,"Friday",79.3095890410959
"APPC10334819202","Male","C10001","A","A","4",3500,"B004","P","Y","S122","G",0,62000,4,"2",8,12,80,8,12,"Friday",64.2520547945205
"APPR20915894715","Male","C10016","B","C","4",1500,"B003","G","Y","S122","G",0,5000,3,"2",18,10,83,18,10,"Friday",67.1123287671233
"APPU10201703042","Male","C10007","A","C","4",2000,"B004","P","Y","S122","G",0,32000,4,"2",2,5,86,2,5,"Friday",69.6520547945206
"APPV50474912117","Female","C10001","A","A","4",2500,"B001","P","Y","S122","G",600,10000,5,"7",2,12,76,2,12,"Friday",60.2328767123288
"APPZ70448235505","Male","C10027","A","A","1",4000,"B032","G","Y","S122","G",750,20000,5,"7",7,8,76,7,8,"Friday",59.9123287671233
"APPC40544379826","Male","C10007","A","B","4",2047,"B003","G","Y","S122","G",0,33000,4,"4",8,4,91,8,4,"Friday",74.5890410958904
"APPF40158339127","Male","C10090","C","A","4",3500,"B001","P","Y","S122","G",0,20000,2,"7",31,8,85,31,8,"Friday",68.9835616438356
"APPH40779562324","Male","C10008","A","C","4",2500,"B001","P","Y","S122","G",0,51000,5,"7",28,12,90,28,12,"Friday",74.3123287671233
"APPI30181853449","Female","C10001","A","B","4",4700,"B001","P","Y","S122","G",0,50000,4,"10",3,3,86,3,3,"Friday",69.4876712328767
"APPO50037047031","Male","C10001","A","A","4",2000,"B008","G","Y","S122","G",0,10000,4,"2",24,5,87,24,5,"Friday",70.7123287671233
"APPP40806619103","Male","C10005","A","A","4",7500,"B002","P","Y","S122","G",0,1e+05,5,"10",24,10,80,24,10,"Friday",64.1287671232877
"APPT20547305518","Male","C10005","A","B","4",6000,"B001","P","Y","S122","G",0,1e+05,4,"10",12,8,85,12,8,"Friday",68.9315068493151
"APPX70536829915","Female","C10001","A","A","4",2000,"B011","P","Y","S122","G",500,7000,1,"2",11,1,84,11,1,"Friday",67.345205479452
"APPE60239247602","Female","C10002","A","A","4",5000,"B002","P","Y","S122","G",0,40000,4,"10",18,8,87,18,8,"Friday",70.9479452054795
"APPI10781918025","Female","C10005","A","A","4",10000,"B002","P","Y","S122","G",0,138000,2,"10",14,12,87,14,12,"Friday",71.2712328767123
"APPM20501528411","Male","C10005","A","C","4",2130.1,"B004","P","Y","S122","G",497.1,30000,5,"4",28,9,91,28,9,"Friday",75.0630136986301
"APPN90049105543","Male","C10010","A","B","4",3000,"B005","P","Y","S122","G",0,52000,4,"7",24,10,87,24,10,"Friday",71.1315068493151
"APPZ60125699732","Male","C10002","A","B","4",6550,"B004","P","Y","S122","G",0,50000,4,"10",10,12,87,10,12,"Friday",71.2602739726027
"APPH80830953507","Male","C10005","A","B","2",4700,"B004","P","Y","S122","G",0,30000,1,"10",14,10,87,14,10,"Friday",71.1041095890411
"APPO90140888211","Male","C10007","A","A","4",2550,"B004","P","Y","S122","G",0,46000,4,"7",14,12,64,14,12,"Friday",48.2575342465753
"APPQ20788693406","Male","C10004","A","B","4",7000,"B002","P","Y","S122","G",0,120000,4,"7",19,8,84,19,8,"Friday",67.9506849315069
"APPU80819299843","Male","C10002","A","C","1",2700,"B002","P","Y","S122","G",0,10000,1,"7",1,11,88,1,11,"Friday",72.1561643835616
"APPA90024421422","Male","C10043","B","C","4",6600,"B001","P","Y","S122","G",1150,30000,3,"7",18,6,60,18,6,"Friday",43.7643835616438
"APPJ90283641342","Female","C10003","A","A","4",2000,"","","Y","S122","G",0,34000,4,"2",8,1,84,8,1,"Friday",67.3369863013699
"APPZ40751173921","Female","C10003","A","A","4",9000,"B014","P","Y","S122","G",0,50000,2,"10",21,5,90,21,5,"Friday",73.7068493150685
"APPG90311902623","Male","C10101","C","C","4",150000,"B006","P","Y","S122","G",0,1e+05,5,"7",3,1,92,3,1,"Friday",75.3287671232877
"APPP60948653505","Male","C10001","A","B","4",3200,"B001","P","Y","S122","G",0,57000,4,"2",2,6,83,2,6,"Friday",66.7342465753425
"APPT80149211913","Male","C10001","A","A","2",2750,"B001","P","Y","S122","G",640,20000,5,"10",17,1,88,17,1,"Friday",71.3643835616438
"APPV40624217102","Male","C10002","A","A","1",3900,"B003","G","Y","S122","G",500,30000,3,"10",22,5,87,22,5,"Friday",70.7068493150685
"APPX50253677341","Male","C10056","C","C","1",1500,"B014","P","Y","S122","G",0,35000,5,"2",12,5,92,12,5,"Friday",75.6849315068493
"APPZ70769285519","Female","C10008","A","A","4",1800,"B010","G","Y","S122","G",600,13000,4,"2",6,11,83,6,11,"Friday",67.1643835616438
"APPB20959643745","Male","C10003","A","B","4",1500,"B001","P","Y","S122","G",0,35000,5,"2",12,10,89,12,10,"Friday",73.1013698630137
"APPH80582308301","Male","C10001","A","B","4",10200,"B003","G","Y","S122","G",0,120000,4,"10",10,8,87,10,8,"Friday",70.9260273972603
"APPL60151444729","Female","C10003","A","C","4",2270,"B003","G","Y","S122","G",0,20000,2,"2",20,12,86,20,12,"Friday",70.2876712328767
"APPM50738932806","Male","C10006","A","A","4",1500,"B002","P","Y","S122","G",200,7000,1,"2",19,1,89,19,1,"Friday",72.372602739726
"APPQ50132684246","Male","C10354","C","B","4",9100,"B004","P","Y","S122","G",2300,30000,2,"7",2,11,89,2,11,"Friday",73.158904109589
"APPB70232698342","Male","C10004","A","A","4",2500,"B017","G","Y","S122","G",0,30000,4,"7",1,8,75,1,8,"Friday",58.8931506849315
"APPH50467794921","Female","C10006","A","B","4",8000,"B001","P","Y","S122","G",2000,117000,5,"0",2,11,85,2,11,"Monday",69.1479452054794
"APPI20264085043","Female","C10004","A","A","4",7000,"B018","G","Y","S122","G",0,187000,5,"10",2,4,62,2,4,"Friday",45.5534246575342
"APPK60355437242","Male","C10004","A","C","4",2630,"B001","P","Y","S122","G",0,20000,3,"7",30,8,80,30,8,"Friday",63.9780821917808
"APPO70424028602","Male","C10007","A","A","5",2800,"B002","P","Y","S122","G",450,20000,4,"7",2,4,85,2,4,"Friday",68.5698630136986
"APPT60722522119","Male","C10003","A","B","2",2300,"B001","P","Y","S122","G",0,39000,4,"4",23,10,87,23,10,"Friday",71.1287671232877
"APPV40144579345","Male","C10004","A","B","4",2700,"B002","P","Y","S122","G",0,51000,4,"2",5,8,90,5,8,"Friday",73.9150684931507
"APPX50563567501","Female","C10005","A","A","4",2650,"B001","P","Y","S122","G",0,10000,1,"7",15,7,91,15,7,"Friday",74.8575342465753
"APPY80849443634","Male","C10002","A","C","1",1200,"B006","P","Y","S122","G",0,19000,4,"2",17,7,93,17,7,"Friday",76.8657534246575
"APPK20319458844","Male","C10005","A","A","4",5000,"B002","P","Y","S122","G",0,30000,4,"10",1,2,88,1,2,"Friday",71.4054794520548
"APPO50694868247","Male","C10006","A","C","3",1950,"B003","G","Y","S122","G",0,45000,5,"2",16,3,86,16,3,"Friday",69.5232876712329
"APPU50237989809","Female","C10003","A","C","4",11000,"B001","P","Y","S122","G",0,150000,4,"10",25,4,75,25,4,"Friday",58.6246575342466
"APPW50497257002","Male","C10103","C","C","4",2800,"B001","P","Y","S122","G",0,50000,5,"7",9,9,84,9,9,"Friday",68.0082191780822
"APPG20423915035","Male","C10001","A","A","4",2000,"B001","P","Y","S122","G",0,10000,2,"2",1,5,88,1,5,"Friday",71.6520547945206
"APPL80984134521","Male","C10002","A","C","1",6000,"B002","P","Y","S122","G",0,1e+05,4,"7",1,9,81,1,9,"Friday",64.9835616438356
"APPS50967545202","Female","C10003","A","B","4",1800,"B006","P","Y","S122","G",0,42000,5,"2",19,11,86,19,11,"Friday",70.2027397260274
"APPT70337583318","Male","C10002","A","B","4",2377,"B004","P","Y","S122","G",0,40000,4,"2",9,10,89,9,10,"Friday",73.0931506849315
"APPZ40932338916","Female","C10001","A","A","4",2300,"B002","P","Y","S122","G",0,39000,4,"2",5,8,81,5,8,"Friday",64.9095890410959
"APPO40211994401","Male","C10006","A","B","1",20000,"B002","P","Y","S122","G",0,30000,3,"10",11,12,91,11,12,"Friday",75.2657534246575
"APPU90620349003","Male","C10007","A","A","4",1600,"B001","P","Y","S122","G",100,8000,1,"2",19,4,85,19,4,"Friday",68.6164383561644
"APPX70555585338","Male","C10002","A","A","1",5000,"B003","G","Y","S122","G",0,30000,2,"10",28,3,89,28,3,"Friday",72.558904109589
"APPA70580259634","Male","C10005","A","B","4",1750,"B004","P","Y","S122","G",0,28000,4,"2",17,9,84,17,9,"Friday",68.0301369863014
"APPC50995114809","Male","C10005","A","A","4",5000,"","","Y","S122","G",1487.8,30000,3,"10",16,5,84,16,5,"Friday",67.6904109589041
"APPH20035121307","Female","C10001","A","A","4",2100,"B001","P","Y","S122","G",0,35000,4,"2",11,1,89,11,1,"Friday",72.3506849315068
"APPL80816761731","Male","C10005","A","A","4",2600,"B002","P","Y","S122","G",0,30000,5,"7",17,1,90,17,1,"Friday",73.3671232876712
"APPN40810278926","Male","C10295","C","C","4",3000,"B001","P","Y","S122","G",0,10000,3,"7",3,3,86,3,3,"Friday",69.4876712328767
"APPW70111189829","Male","C10004","A","C","1",5400,"B005","P","Y","S122","G",0,93000,4,"7",3,8,86,3,8,"Saturday",69.9041095890411
"APPX30566569948","Male","C10002","A","B","2",7300,"B004","P","Y","S122","G",0,120000,4,"7",2,6,84,2,6,"Saturday",67.7342465753425
"APPY40263841033","Male","C10003","A","B","4",2700,"B038","P","Y","S122","G",550,10000,4,"7",28,5,94,28,5,"Saturday",77.7260273972603
"APPM30704427417","Male","C10002","A","B","4",3600,"B005","P","Y","S122","G",0,50000,3,"7",3,2,86,3,2,"Saturday",69.4082191780822
"APPU30584955201","Male","C10008","A","C","4",2000,"B004","P","Y","S122","G",0,34000,4,"2",11,7,86,11,7,"Saturday",69.841095890411
"APPV80090571316","Male","C10006","A","A","4",2953,"B023","G","Y","S122","G",0,55000,4,"2",8,6,84,8,6,"Saturday",67.7506849315069
"APPW90311278402","Male","C10006","A","B","4",1980,"B035","P","Y","S122","G",0,33000,4,"2",14,9,87,14,9,"Saturday",71.0191780821918
"APPD30640615121","Male","C10006","A","B","4",2495,"B004","P","Y","S122","G",0,40000,5,"4",25,8,86,25,8,"Saturday",69.9643835616438
"APPP90262511322","Male","C10021","B","B","4",1700,"B010","G","Y","S122","G",0,25000,4,"2",3,12,85,3,12,"Saturday",69.2383561643836
"APPV90089323938","Male","C10002","A","A","1",2100,"B001","P","Y","S122","G",0,42000,5,"2",29,8,94,29,8,"Saturday",77.9808219178082
"APPA70568588429","Male","C10033","C","A","4",2000,"B008","G","Y","S122","G",0,31000,4,"2",2,5,91,2,5,"Saturday",74.6520547945206
"APPG90993293018","Male","C10021","B","A","1",2700,"B003","G","Y","S122","G",0,49000,4,"2",16,11,85,16,11,"Saturday",69.1917808219178
"APPP70250585906","Male","C10030","B","C","4",14500,"B003","G","Y","S122","G",0,150000,5,"7",20,7,62,20,7,"Saturday",45.8493150684931
"APPU90073858404","Male","C10004","A","A","4",2000,"B018","G","Y","S122","G",435.8,10000,2,"2",17,7,84,17,7,"Saturday",67.8575342465753
"APPJ70690708946","Male","C10015","C","A","4",3700,"B014","P","Y","S122","G",0,76000,4,"2",9,10,85,9,10,"Saturday",69.0876712328767
"APPQ40425938638","Male","C10005","A","C","1",6400,"B004","P","Y","S122","G",0,1e+05,3,"10",10,8,87,10,8,"Saturday",70.9232876712329
"APPA90866686624","Male","C10002","A","B","4",3900,"B004","P","Y","S122","G",737.5,68000,5,"7",21,8,90,21,8,"Saturday",73.9561643835616
"APPB30266667733","Male","C10019","B","A","4",3000,"B008","G","Y","S122","G",0,50000,4,"7",26,11,87,26,11,"Saturday",71.2191780821918
"APPC10153942806","Female","C10017","B","A","4",6000,"B004","P","Y","S122","G",0,108000,4,"4",9,11,67,9,11,"Saturday",51.158904109589
"APPD60906327926","Male","C10001","A","A","4",2300,"B004","P","Y","S122","G",0,20000,2,"2",19,9,74,19,9,"Saturday",58.0246575342466
"APPF40797809141","Female","C10001","A","A","4",20800,"B011","P","Y","S122","G",1360,50000,4,"10",4,11,79,4,11,"Saturday",63.1534246575342
"APPH80244483306","Male","C10006","A","C","4",1800,"B005","P","Y","S122","G",0,29000,4,"2",26,2,94,26,2,"Saturday",77.4767123287671
"APPT30286761519","Male","C10013","B","A","4",4000,"B003","G","Y","S122","G",0,15000,1,"10",26,2,87,26,2,"Saturday",70.4712328767123
"APPW20592025826","Male","C10009","B","A","4",15000,"B001","P","Y","S122","G",0,150000,4,"7",8,8,75,8,8,"Saturday",58.9095890410959
"APPA20916929203","Female","C10002","A","A","1",1900,"B004","P","Y","S122","G",0,32000,4,"2",3,5,93,3,5,"Saturday",76.6575342465753
"APPB60056329329","Male","C10023","B","A","4",9300,"B003","G","Y","S122","G",3541.7,31000,3,"7",3,7,74,3,7,"Saturday",57.8109589041096
"APPC90955865431","Male","C10004","A","C","4",2100,"B005","P","Y","S122","G",600,18000,5,"2",4,3,89,4,3,"Saturday",72.4904109589041
"APPE50552587647","Female","C10002","A","A","4",1750,"B009","G","Y","S122","G",0,28000,4,"2",13,12,88,13,12,"Saturday",72.2684931506849
"APPH30661062936","Male","C10009","B","A","4",1950.1,"B027","G","Y","S122","G",500,10000,4,"0",18,9,85,18,9,"Saturday",69.0301369863014
"APPI20323726048","Female","C10002","A","A","4",1600,"B003","G","Y","S122","G",300,6000,1,"2",28,8,92,28,8,"Saturday",75.9780821917808
"APPL10376295347","Female","C10001","A","B","4",5004,"B004","P","Y","S122","G",0,10000,1,"10",14,4,82,14,4,"Saturday",65.5972602739726
"APPX40876179523","Female","C10002","A","B","4",1800,"B005","P","Y","S122","G",0,29000,4,"2",21,9,94,21,9,"Saturday",78.0438356164384
"APPZ10689253747","Male","C10002","A","C","4",3250,"B002","P","Y","S122","G",0,56000,4,"7",13,3,85,13,3,"Saturday",68.5123287671233
"APPN90825202139","Male","C10002","A","B","4",1850,"B002","P","Y","S122","G",0,31000,4,"2",20,12,89,20,12,"Saturday",73.2876712328767
"APPR20364803542","Male","C10004","A","A","4",3900,"B005","P","Y","S122","G",510.6,50000,3,"10",31,10,85,31,10,"Saturday",69.1479452054794
"APPU20943344839","Male","C10003","A","B","4",5200,"B006","P","Y","S122","G",2200,23000,4,"2",28,3,85,28,3,"Saturday",68.5534246575343
"APPV40768163947","Male","C10005","A","A","4",2400,"B001","P","Y","S122","G",0,40000,4,"2",14,4,84,14,4,"Saturday",67.6
"APPX40171071129","Female","C10004","A","A","4",8000,"B003","G","Y","S122","G",0,144000,4,"10",24,7,87,24,7,"Saturday",70.8767123287671
"APPY30319192227","Male","C10008","A","A","4",1500,"B001","P","Y","S122","G",0,24000,4,"2",17,8,79,17,8,"Saturday",62.9369863013699
"APPA40785158441","Male","C10005","A","C","4",2000,"B003","G","Y","S122","G",550,18000,4,"2",13,6,88,13,6,"Saturday",71.7671232876712
"APPB10957232537","Male","C10012","A","C","4",1833.3,"B001","P","Y","S122","G",0,43000,5,"2",15,8,87,15,8,"Saturday",70.9369863013699
"APPG80692276008","Male","C10010","A","B","2",7900,"B006","P","Y","S122","G",0,120000,4,"7",4,2,87,4,2,"Saturday",70.4109589041096
"APPN60339376713","Male","C10003","A","C","4",2000,"B014","P","Y","S122","G",0,34000,4,"4",9,5,83,9,5,"Saturday",66.6657534246575
"APPP50522762913","Male","C10003","A","A","4",7400,"B003","G","Y","S122","G",0,50000,5,"10",12,12,69,12,12,"Saturday",53.2520547945205
"APPX40021774708","Male","C10006","A","B","4",2400,"","","Y","S122","G",0,34000,3,"2",1,6,80,1,6,"Saturday",63.7287671232877
"APPB60722386108","Male","C10007","A","A","4",4000,"B037","G","Y","S122","G",0,72000,4,"7",6,5,85,6,5,"Saturday",68.6602739726027
"APPD50343792347","Male","C10332","C","B","4",5200,"B029","G","Y","S122","G",0,50000,5,"7",15,7,74,15,7,"Saturday",57.8438356164384
"APPM80090848242","Male","C10002","A","C","1",4400,"B015","P","Y","S122","G",2200,20000,2,"0",29,7,82,29,7,"Saturday",65.8876712328767
"APPU40955921044","Male","C10019","B","A","4",4000,"B004","P","Y","S122","G",0,82000,4,"2",14,5,85,14,5,"Saturday",68.6821917808219
"APPX70624426305","Male","C10006","A","A","4",1800,"","","Y","S122","G",0,24000,3,"2",16,11,92,16,11,"Saturday",76.1972602739726
"APPY40652999401","Male","C10002","A","B","4",2800,"B001","P","Y","S122","G",0,48000,4,"7",21,6,90,21,6,"Saturday",73.7890410958904
"APPA30174547644","Male","C10405","C","B","4",1840,"B001","P","Y","S122","G",0,20000,3,"2",25,10,83,25,10,"Saturday",67.1287671232877
"APPG60916388221","Male","C10001","A","C","1",8000,"B001","P","Y","S122","G",1200,70000,2,"10",23,10,81,23,10,"Saturday",65.1232876712329
"APPH90013099334","Male","C10003","A","A","4",2900,"B004","P","Y","S122","G",0,50000,4,"2",24,4,81,24,4,"Saturday",64.6246575342466
"APPI30882786446","Male","C10001","A","C","4",2000,"B005","P","Y","S122","G",500,10000,3,"2",5,1,90,5,1,"Saturday",73.3315068493151
"APPP10353957144","Male","C10002","A","A","4",6000,"B006","P","Y","S122","G",0,104000,4,"7",13,6,88,13,6,"Saturday",71.7671232876712
"APPT60920588507","Male","C10001","A","B","4",3000,"B004","P","Y","S122","G",943.4,23000,5,"7",22,3,79,22,3,"Saturday",62.5315068493151
"APPA70784961208","Male","C10019","B","B","4",2650,"B003","G","Y","S122","G",0,10000,3,"7",8,6,72,8,6,"Sunday",55.7397260273973
"APPC70004291441","Male","C10003","A","B","4",3000,"","","Y","S122","G",0,52000,4,"2",1,8,90,1,8,"Saturday",73.9013698630137
"APPM30276376422","Male","C10006","A","A","4",1500,"B002","P","Y","S122","G",0,24000,4,"2",22,8,92,22,8,"Saturday",75.9616438356164
"APPN40528591517","Male","C10002","A","C","3",3300,"B002","P","Y","S122","G",0,57000,4,"7",10,10,87,10,10,"Saturday",71.0904109589041
"APPO10659574608","Male","C10005","A","C","4",1994.6,"B007","G","Y","S122","G",0,10000,3,"2",15,6,84,15,6,"Saturday",67.7698630136986
"APPU20079561212","Male","C10032","C","A","1",2000,"B001","P","Y","S122","G",500,30000,5,"2",3,5,88,3,5,"Saturday",71.654794520548
"APPV60980043302","Male","C10006","A","A","4",3500,"B004","P","Y","S122","G",0,63000,4,"4",24,7,80,24,7,"Saturday",63.8739726027397
"APPW30702212444","Male","C10008","A","C","1",1700,"B006","P","Y","S122","G",0,27000,4,"2",13,11,89,13,11,"Saturday",73.186301369863
"APPM20448634035","Male","C10007","A","A","4",1400,"B002","P","Y","S122","G",500,8000,4,"2",11,11,84,11,11,"Saturday",68.1780821917808
"APPS20180737638","Male","C10001","A","B","4",9000,"B001","P","Y","S122","G",0,50000,3,"10",6,8,85,6,8,"Saturday",68.9123287671233
"APPB90571917511","Male","C10018","C","A","4",3000,"B030","P","Y","S122","G",0,54000,4,"2",20,9,79,20,9,"Saturday",63.0301369863014
"APPE90609407807","Male","C10019","B","C","4",1800,"B001","P","Y","S122","G",0,27000,4,"2",27,1,75,27,1,"Saturday",58.3808219178082
"APPJ10914251346","Female","C10002","A","A","4",2385,"B004","P","Y","S122","G",0,34000,3,"2",22,1,91,22,1,"Sunday",74.3753424657534
"APPP20594293945","Male","C10007","A","B","4",2500,"B003","G","Y","S122","G",0,40000,4,"7",3,6,85,3,6,"Sunday",68.7342465753425
"APPU90387407422","Male","C10005","A","A","4",5000,"","","Y","S122","G",0,1e+05,5,"10",17,3,62,17,3,"Sunday",45.5041095890411
"APPY30283978846","Male","C10020","A","C","4",7600,"B001","P","Y","S122","G",0,1e+05,5,"10",3,7,80,3,7,"Sunday",63.813698630137
"APPB50836643122","Male","C10026","C","A","4",2000,"B004","P","Y","S122","G",0,31000,4,"2",18,5,91,18,5,"Sunday",74.6931506849315
"APPD90600497327","Male","C10006","A","A","4",3300,"B009","G","Y","S122","G",0,60000,4,"2",20,7,88,20,7,"Sunday",71.8657534246575
"APPG80741215627","Male","C10006","A","A","4",15000,"B025","G","Y","S122","G",0,150000,4,"7",21,9,92,21,9,"Sunday",76.041095890411
"APPK70934516048","Male","C10009","B","A","4",1500,"B002","P","Y","S122","G",0,24000,4,"2",26,7,90,26,7,"Sunday",73.8821917808219
"APPL90540422124","Male","C10008","A","A","4",3500,"B003","G","Y","S122","G",0,63000,4,"7",9,2,63,9,2,"Sunday",46.4054794520548
"APPN80420527347","Male","C10004","A","A","4",2500,"B003","G","Y","S122","G",0,42000,4,"2",2,8,77,2,8,"Sunday",60.8931506849315
"APPO70416558441","Male","C10008","A","A","4",25000,"B010","G","Y","S122","G",0,1e+05,5,"10",21,8,91,21,8,"Sunday",74.9534246575342
"APPU20935592045","Male","C10002","A","A","4",2550,"B035","P","Y","S122","G",0,44000,4,"2",5,4,94,5,4,"Sunday",77.5780821917808
"APPV10341356109","Female","C10005","A","B","2",2650,"B004","P","Y","S122","G",0,30000,3,"7",12,2,88,12,2,"Sunday",71.4301369863014
"APPX30982237303","Male","C10004","A","A","4",4200,"B018","G","Y","S122","G",0,75000,4,"7",2,8,89,2,8,"Sunday",72.9013698630137
"APPD40242636902","Male","C10004","A","C","4",2000,"B015","P","Y","S122","G",0,34000,4,"4",1,10,80,1,10,"Sunday",64.0602739726027
"APPF60620726145","Male","C10024","A","A","4",3890,"B004","P","Y","S122","G",0,71000,4,"7",2,10,87,2,10,"Sunday",71.0657534246575
"APPG70619678231","Male","C10022","B","A","4",2500,"B003","G","Y","S122","G",0,40000,4,"4",17,5,92,17,5,"Sunday",75.6931506849315
"APPM60954245833","Male","C10007","A","C","4",2100,"B004","P","Y","S122","G",580,26000,5,"2",10,12,84,10,12,"Sunday",68.2547945205479
"APPO30724276033","Male","C10004","A","C","4",2650,"B001","P","Y","S122","G",0,37000,3,"4",14,9,82,14,9,"Sunday",66.013698630137
"APPY40338419016","Male","C10003","A","A","4",2765.7,"B002","P","Y","S122","G",0,48000,4,"2",22,4,87,22,4,"Sunday",70.6191780821918
"APPC90670585441","Male","C10001","A","B","4",2700,"B001","P","Y","S122","G",0,20000,2,"7",9,2,90,9,2,"Sunday",73.4246575342466
